2022-08-22 08:47:56,270 WARN [main] o.s.w.c.s.GenericWebApplicationContext [AbstractApplicationContext.java:591] Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'mappingContext' defined in class path resource [org/springframework/boot/autoconfigure/data/elasticsearch/ElasticsearchDataConfiguration$BaseConfiguration.class]: Invocation of init method failed; nested exception is java.lang.IllegalArgumentException:  Unknown indexName. Make sure the indexName is defined. e.g @Document(indexName="foo")
2022-08-22 19:12:48,239 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:12:51,129 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:12:51,207 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:12:54,370 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:12:54,370 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:12:57,275 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:12:57,603 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:00,271 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:00,482 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:03,292 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:03,493 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:06,288 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:06,520 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:09,415 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:09,771 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:12,272 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:12,995 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:15,376 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:16,204 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:18,495 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:19,468 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:21,565 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:22,501 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:24,691 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:25,631 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:27,632 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:28,510 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:30,718 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:31,581 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:33,977 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:34,447 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:37,165 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:37,462 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:40,042 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:40,634 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:42,976 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:43,786 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:46,032 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:46,929 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:13:49,134 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:13:49,984 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1046 : {like=LEADER_NOT_AVAILABLE, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,104 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1047 : {like=LEADER_NOT_AVAILABLE, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,177 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Error while fetching metadata with correlation id 1051 : {publish=LEADER_NOT_AVAILABLE, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,215 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1049 : {comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,294 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Error while fetching metadata with correlation id 1053 : {publish=LEADER_NOT_AVAILABLE, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,323 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1051 : {comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,402 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Error while fetching metadata with correlation id 1055 : {publish=LEADER_NOT_AVAILABLE, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,434 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1053 : {comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,514 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Error while fetching metadata with correlation id 1057 : {publish=LEADER_NOT_AVAILABLE, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,545 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1055 : {comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,625 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Error while fetching metadata with correlation id 1059 : {publish=LEADER_NOT_AVAILABLE, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,656 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1057 : {comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:13:50,741 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.c.i.ConsumerCoordinator [ConsumerCoordinator.java:1095] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Synchronous auto-commit of offsets {publish-0=OffsetAndMetadata{offset=0, leaderEpoch=null, metadata=''}} failed: Offset commit cannot be completed since the consumer is not part of an active group for auto partition assignment; it is likely that the consumer was kicked out of the group.
2022-08-22 19:13:50,743 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.c.i.ConsumerCoordinator [ConsumerCoordinator.java:1074] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Asynchronous auto-commit of offsets {publish-0=OffsetAndMetadata{offset=0, leaderEpoch=null, metadata=''}} failed: Offset commit cannot be completed since the consumer member's generation is already stale, meaning it has already participated another rebalance and got a new generation. You can try completing the rebalance by calling poll() and then retry commit again
2022-08-22 19:13:50,766 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.i.Fetcher [Fetcher.java:1356] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Received unknown topic ID error in fetch for partition comment-0
2022-08-22 19:13:50,766 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.i.Fetcher [Fetcher.java:1356] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Received unknown topic ID error in fetch for partition like-0
2022-08-22 19:13:50,766 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.i.Fetcher [Fetcher.java:1356] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Received unknown topic ID error in fetch for partition follow-0
2022-08-22 19:13:50,800 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.i.ConsumerCoordinator [ConsumerCoordinator.java:1095] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Synchronous auto-commit of offsets {comment-0=OffsetAndMetadata{offset=0, leaderEpoch=null, metadata=''}, like-0=OffsetAndMetadata{offset=0, leaderEpoch=null, metadata=''}, follow-0=OffsetAndMetadata{offset=0, leaderEpoch=null, metadata=''}} failed: Offset commit cannot be completed since the consumer is not part of an active group for auto partition assignment; it is likely that the consumer was kicked out of the group.
2022-08-22 19:13:50,803 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.i.ConsumerCoordinator [ConsumerCoordinator.java:1074] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Asynchronous auto-commit of offsets {comment-0=OffsetAndMetadata{offset=3, leaderEpoch=0, metadata=''}, like-0=OffsetAndMetadata{offset=9, leaderEpoch=0, metadata=''}, follow-0=OffsetAndMetadata{offset=1, leaderEpoch=0, metadata=''}} failed: Offset commit cannot be completed since the consumer member's generation is already stale, meaning it has already participated another rebalance and got a new generation. You can try completing the rebalance by calling poll() and then retry commit again
2022-08-22 19:16:21,163 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:16:21,163 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 19:16:23,316 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:16:23,316 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 19:16:25,527 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:16:25,592 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 19:16:27,231 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Error while fetching metadata with correlation id 1469 : {like=LEADER_NOT_AVAILABLE, publish=LEADER_NOT_AVAILABLE, comment=UNKNOWN_TOPIC_OR_PARTITION, follow=UNKNOWN_TOPIC_OR_PARTITION}
2022-08-22 19:16:27,231 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1459 : {like=UNKNOWN_TOPIC_OR_PARTITION, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:16:27,345 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Error while fetching metadata with correlation id 1471 : {like=LEADER_NOT_AVAILABLE, publish=LEADER_NOT_AVAILABLE, comment=UNKNOWN_TOPIC_OR_PARTITION, follow=UNKNOWN_TOPIC_OR_PARTITION}
2022-08-22 19:16:27,345 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1461 : {like=UNKNOWN_TOPIC_OR_PARTITION, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:16:27,454 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Error while fetching metadata with correlation id 1473 : {like=UNKNOWN_TOPIC_OR_PARTITION, publish=LEADER_NOT_AVAILABLE, comment=UNKNOWN_TOPIC_OR_PARTITION, follow=UNKNOWN_TOPIC_OR_PARTITION}
2022-08-22 19:16:27,456 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1103] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Error while fetching metadata with correlation id 1463 : {like=LEADER_NOT_AVAILABLE, comment=LEADER_NOT_AVAILABLE, follow=LEADER_NOT_AVAILABLE}
2022-08-22 19:18:25,418 WARN [I/O dispatcher 1] o.e.c.RestClient [RequestLogger.java:72] request [GET http://localhost:9200/] returned 1 warnings: [299 Elasticsearch-7.17.4-79878662c54c886ae89206c685d9f1051a9d6411 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2022-08-22 19:18:25,435 WARN [restartedMain] o.e.c.RestClient [RequestLogger.java:72] request [HEAD http://localhost:9200/discusspost] returned 1 warnings: [299 Elasticsearch-7.17.4-79878662c54c886ae89206c685d9f1051a9d6411 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2022-08-22 19:19:54,716 WARN [http-nio-8080-exec-8] o.e.c.RestClient [RequestLogger.java:72] request [POST http://localhost:9200/discusspost/_search?typed_keys=true&max_concurrent_shard_requests=5&search_type=query_then_fetch&batched_reduce_size=512] returned 1 warnings: [299 Elasticsearch-7.17.4-79878662c54c886ae89206c685d9f1051a9d6411 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2022-08-22 19:23:03,301 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.c.i.ConsumerCoordinator [AbstractCoordinator.java:1037] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Close timed out with 1 pending requests to coordinator, terminating client connections
2022-08-22 19:23:03,301 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.i.ConsumerCoordinator [AbstractCoordinator.java:1037] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Close timed out with 1 pending requests to coordinator, terminating client connections
2022-08-22 19:23:04,186 WARN [I/O dispatcher 17] o.e.c.RestClient [RequestLogger.java:72] request [GET http://localhost:9200/] returned 1 warnings: [299 Elasticsearch-7.17.4-79878662c54c886ae89206c685d9f1051a9d6411 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
